,LINK,MARKETCAP_RS_CR,P_BY_E,BOOK_VALUE_RS,DIV_PERCENT,MARKET_LOT,INDUSTRY_P_BY_E,EPS_TTM,P_BY_C,PRICE_BY_BOOK,DIV_YIELD_PERCENT,FACE_VALUE,sector,company_code,company_name
291,http://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/mahindramahindrafinancialservices/MMF04,28933.02,32.43,119.46,120.0,1,34.92,14.44,30.91,3.92,0.51,2.0,financeleasinghirepurchase,MMF04,mahindramahindrafinancialservices
292,http://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/magmafincorp/MF20,4361.1,21.54,83.44,40.0,1,34.92,7.52,17.34,1.94,0.49,2.0,financeleasinghirepurchase,MF20,magmafincorp
293,http://www.moneycontrol.com/india/stockpricequote/refineries/mahanagargas/MG02,8189.67,17.14,234.66,190.0,1,24.57,48.38,13.9,3.53,2.29,10.0,refineries,MG02,mahanagargas
294,http://www.moneycontrol.com/india/stockpricequote/castingsforgings/mahindracieautomotive/MF19,9755.18,106.93,92.45,0.0,1,44.13,2.41,58.44,2.79,,10.0,castingsforgings,MF19,mahindracieautomotive
295,http://www.moneycontrol.com/india/stockpricequote/hotels/mahindraholidaysresortsindia/MHR,3919.38,29.18,50.58,50.0,1,65.7,10.06,20.72,5.8,1.7,10.0,hotels,MHR,mahindraholidaysresortsindia
296,http://www.moneycontrol.com/india/stockpricequote/constructioncontractingcivil/mahindralifespacedevelopers/MLD,2861.6,53.86,331.3,60.0,1,28.23,10.35,50.13,1.68,1.08,10.0,constructioncontractingcivil,MLD,mahindralifespacedevelopers
297,http://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/manappuramfinance/MGF01,8315.84,11.88,47.61,100.0,1,34.92,8.31,10.93,2.07,2.03,2.0,financeleasinghirepurchase,MGF01,manappuramfinance
298,http://www.moneycontrol.com/india/stockpricequote/foodprocessing/manpasandbeverages/MB04,1706.63,17.14,100.78,10.0,1,46.13,8.7,9.16,1.48,0.67,10.0,foodprocessing,MB04,manpasandbeverages
299,http://www.moneycontrol.com/india/stockpricequote/personalcare/marico/M13,42656.61,59.43,28.22,350.0,1,66.93,5.56,54.35,11.71,1.06,1.0,personalcare,M13,marico
300,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/marksanspharma/MP21,1082.63,88.17,10.54,5.0,1,28.83,0.3,44.08,2.51,0.19,1.0,pharmaceuticals,MP21,marksanspharma
301,http://www.moneycontrol.com/india/stockpricequote/autocarsjeeps/marutisuzukiindia/MS24,266470.86,34.51,1453.02,1500.0,1,31.16,255.62,25.43,6.07,0.85,5.0,autocarsjeeps,MS24,marutisuzukiindia
302,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/maxfinancialservices/MI,11617.03,94.5,68.12,0.0,1,34.92,4.58,92.88,6.35,,2.0,financeinvestments,MI,maxfinancialservices
303,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/maxindia/MIL16,1959.2,304.17,61.26,0.0,1,34.92,0.24,270.37,1.19,,2.0,miscellaneous,MIL16,maxindia
304,http://www.moneycontrol.com/india/stockpricequote/plantationsteacoffee/mcleodrusselindia/MRI02,1635.82,24.34,165.42,5.0,1,31.24,6.14,10.91,0.9,0.17,5.0,plantationsteacoffee,MRI02,mcleodrusselindia
305,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/multicommodityexchangeindia/MCE,3729.51,35.07,320.72,150.0,1,16.4,20.85,30.32,2.28,2.05,10.0,miscellaneous,MCE,multicommodityexchangeindia
306,http://www.moneycontrol.com/india/stockpricequote/autoancillaries/mindaindustries/MI4,11017.56,81.07,75.68,110.0,1,67.6,15.59,58.49,16.7,0.17,2.0,autoancillaries,MI4,mindaindustries
307,http://www.moneycontrol.com/india/stockpricequote/computerssoftware/mindtree/MT13,16178.08,24.88,173.04,90.0,1,22.18,39.64,20.09,5.7,0.91,10.0,computerssoftware,MT13,mindtree
308,http://www.moneycontrol.com/india/stockpricequote/trading/mmtc/MMT,5017.5,101.36,9.56,30.0,1,43.05,0.33,92.92,3.5,0.9,1.0,trading,MMT,mmtc
309,http://www.moneycontrol.com/india/stockpricequote/miningminerals/moil/M18,4625.61,10.96,105.32,110.0,1,14.25,15.84,9.55,1.65,6.33,10.0,miningminerals,M18,moil
310,http://www.moneycontrol.com/india/stockpricequote/pesticidesagrochemicals/monsantoindia/MI39,4943.45,30.04,402.13,300.0,1,36.35,95.33,27.84,7.12,1.05,10.0,pesticidesagrochemicals,MI39,monsantoindia
311,http://www.moneycontrol.com/india/stockpricequote/autoancillaries/mothersonsumisystems/MSS01,59506.57,67.62,11.9,200.0,1,67.6,4.18,54.25,23.75,0.71,1.0,autoancillaries,MSS01,mothersonsumisystems
312,http://www.moneycontrol.com/india/stockpricequote/financegeneral/motilaloswalfinancialservices/MOF01,11252.68,86.76,55.07,250.0,1,34.92,8.94,82.6,14.08,0.32,1.0,financegeneral,MOF01,motilaloswalfinancialservices
313,http://www.moneycontrol.com/india/stockpricequote/computerssoftware/mphasis/MB02,20801.93,28.11,242.01,170.0,1,22.18,38.28,26.96,4.45,1.58,10.0,computerssoftware,MB02,mphasis
314,http://www.moneycontrol.com/india/stockpricequote/tyres/mrf/MRF,31846.74,29.16,22721.94,600.0,1,25.91,2575.44,17.72,3.3,0.08,10.0,tyres,MRF,mrf
315,http://www.moneycontrol.com/india/stockpricequote/refineries/mangalorerefinerypetrochemicals/MRP,14204.81,6.39,70.15,0.0,1,7.49,12.69,4.91,1.16,,10.0,refineries,MRP,mangalorerefinerypetrochemicals
317,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/muthootfinance/MF10,15175.47,8.82,205.89,60.0,1,34.92,43.0,8.6,1.84,1.58,10.0,financeinvestments,MF10,muthootfinance
318,http://www.moneycontrol.com/india/stockpricequote/aluminium/nationalaluminiumcompany/NAC,12496.39,9.32,59.74,56.0,1,23.07,6.94,6.86,1.08,4.33,5.0,aluminium,NAC,nationalaluminiumcompany
319,http://www.moneycontrol.com/india/stockpricequote/hospitalsmedicalservices/narayanahrudayalaya/NH,4791.24,78.94,54.65,0.0,1,50.7,2.97,34.53,4.29,,10.0,hospitalsmedicalservices,NH,narayanahrudayalaya
320,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/natcopharma/NP07,14824.04,21.23,130.08,362.5,1,28.83,37.84,19.41,6.18,0.9,2.0,pharmaceuticals,NP07,natcopharma
321,http://www.moneycontrol.com/india/stockpricequote/diversified/navabharatventures/NBV,2314.34,14.32,160.54,50.0,1,21.24,9.05,11.63,0.81,0.77,2.0,diversified,NBV,navabharatventures
322,http://www.moneycontrol.com/india/stockpricequote/chemicals/navinfluorineinternational/NFI,3104.95,17.35,151.6,315.0,1,24.19,36.27,14.3,4.15,1.0,2.0,chemicals,NFI,navinfluorineinternational
323,http://www.moneycontrol.com/india/stockpricequote/transportlogistics/navkarcorporation/NC02,1945.46,18.9,89.09,0.0,1,40.69,6.84,15.44,1.45,,10.0,transportlogistics,NC02,navkarcorporation
324,http://www.moneycontrol.com/india/stockpricequote/printingstationery/navneeteducation/NP01,2921.81,19.07,37.63,125.0,1,14.79,6.56,16.53,3.32,2.0,2.0,printingstationery,NP01,navneeteducation
325,http://www.moneycontrol.com/india/stockpricequote/infrastructuregeneral/nbccindia/NBC01,13500.0,40.54,9.3,81.5,1,28.23,1.85,40.11,8.06,1.09,1.0,infrastructuregeneral,NBC01,nbccindia
326,http://www.moneycontrol.com/india/stockpricequote/constructioncontractingcivil/ncc/NCC01,5772.21,20.15,62.23,20.0,1,28.23,4.77,14.28,1.54,0.42,2.0,constructioncontractingcivil,NCC01,ncc
327,http://www.moneycontrol.com/india/stockpricequote/foodprocessing/nestleindia/NI,95078.91,70.82,354.77,860.0,1,64.8,139.24,56.44,27.8,0.87,10.0,foodprocessing,NI,nestleindia
329,http://www.moneycontrol.com/india/stockpricequote/powergenerationdistribution/nhpc/N07,24006.81,8.7,28.95,18.0,1,11.31,2.69,5.76,0.81,7.69,10.0,powergenerationdistribution,N07,nhpc
330,http://www.moneycontrol.com/india/stockpricequote/computerssoftwaretraining/niit/NII,1608.52,311.13,48.49,0.0,1,97.94,0.31,55.43,1.99,,2.0,computerssoftwaretraining,NII,niit
331,http://www.moneycontrol.com/india/stockpricequote/computerssoftware/niittechnologies/NII02,6800.44,30.06,217.85,125.0,1,22.18,36.79,22.03,5.08,1.13,10.0,computerssoftware,NII02,niittechnologies
332,http://www.moneycontrol.com/india/stockpricequote/plastics/nilkamal/NP08,2384.62,20.36,534.21,130.0,1,34.36,78.47,14.4,2.99,0.81,10.0,plastics,NP08,nilkamal
333,http://www.moneycontrol.com/india/stockpricequote/powergenerationdistribution/nlcindia/NLC,12427.26,6.72,91.9,73.4,1,11.31,12.09,4.59,0.88,9.03,10.0,powergenerationdistribution,NLC,nlcindia
334,http://www.moneycontrol.com/india/stockpricequote/miningminerals/nmdc/NMD02,34170.02,8.98,83.2,515.0,1,14.25,12.03,8.41,1.3,4.77,1.0,miningminerals,NMD02,nmdc
335,http://www.moneycontrol.com/india/stockpricequote/powergenerationdistribution/ntpc/NTP,131473.93,12.72,129.25,47.8,1,11.31,12.54,7.54,1.23,3.0,10.0,powergenerationdistribution,NTP,ntpc
336,http://www.moneycontrol.com/india/stockpricequote/constructioncontractingrealestate/oberoirealty/OR,17351.1,41.6,123.37,20.0,1,28.23,11.47,37.99,3.87,0.42,10.0,constructioncontractingrealestate,OR,oberoirealty
337,http://www.moneycontrol.com/india/stockpricequote/cementmajor/oclindia/OCL,6048.49,14.32,488.16,250.0,1,35.64,74.21,10.25,2.18,0.47,2.0,cementmajor,OCL,oclindia
338,http://www.moneycontrol.com/india/stockpricequote/oildrillingandexploration/oilindia/OI13,23793.26,8.92,255.93,95.0,1,11.19,23.51,6.04,0.82,4.53,10.0,oildrillingandexploration,OI13,oilindia
339,http://www.moneycontrol.com/india/stockpricequote/constructioncontractingrealestate/omaxe/O02,4010.09,63.18,105.59,7.0,1,28.23,3.47,57.7,2.08,0.32,10.0,constructioncontractingrealestate,O02,omaxe
340,http://www.moneycontrol.com/india/stockpricequote/oildrillingandexploration/oilnaturalgascorporation/ONG,203021.78,10.18,160.12,121.0,1,11.19,15.54,5.9,0.99,3.82,5.0,oildrillingandexploration,ONG,oilnaturalgascorporation
341,http://www.moneycontrol.com/india/stockpricequote/computerssoftware/oraclefinancialservicessoftware/OFS01,34716.04,34.51,313.17,3400.0,1,22.18,117.73,32.65,12.97,4.18,5.0,computerssoftware,OFS01,oraclefinancialservicessoftware
342,http://www.moneycontrol.com/india/stockpricequote/cementmajor/orientcement/OC10,2235.12,50.51,50.34,100.0,1,35.64,2.16,13.11,2.17,0.92,1.0,cementmajor,OC10,orientcement
344,http://www.moneycontrol.com/india/stockpricequote/personalcare/proctergamblehygienehealthcare/PGH,32141.32,78.77,162.08,3890.0,1,66.93,125.71,68.7,61.09,3.93,10.0,personalcare,PGH,proctergamblehygienehealthcare
345,http://www.moneycontrol.com/india/stockpricequote/textilesreadymadeapparels/pageindustries/PI35,30896.23,89.04,907.99,970.0,1,48.29,311.08,82.4,30.51,0.35,10.0,textilesreadymadeapparels,PI35,pageindustries
346,http://www.moneycontrol.com/india/stockpricequote/foodprocessing/paragmilkfoods/PMF01,2636.15,33.59,88.52,5.0,1,64.8,9.33,20.71,3.54,0.16,10.0,foodprocessing,PMF01,paragmilkfoods
347,http://www.moneycontrol.com/india/stockpricequote/diamondcuttingjewellerypreciousmetals/pcjeweller/PJ,5384.49,9.49,70.83,10.0,1,23.81,14.38,9.16,1.93,0.73,10.0,diamondcuttingjewellerypreciousmetals,PJ,pcjeweller
348,http://www.moneycontrol.com/india/stockpricequote/computerssoftware/persistentsystems/PS15,6490.4,18.97,269.57,90.0,1,22.18,42.76,16.39,3.01,1.11,10.0,computerssoftware,PS15,persistentsystems
349,http://www.moneycontrol.com/india/stockpricequote/oildrillingandexploration/petronetlng/PLN,32872.5,15.82,53.88,25.0,1,15.43,13.85,13.2,4.07,1.14,10.0,oildrillingandexploration,PLN,petronetlng
350,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/pfizer/P,11769.98,32.69,607.45,200.0,1,28.83,78.71,27.61,4.24,0.78,10.0,pharmaceuticals,P,pfizer
351,http://www.moneycontrol.com/india/stockpricequote/constructioncontractingrealestate/phoenixmills/PM02,10185.56,65.77,158.76,120.0,1,28.23,10.11,52.19,4.19,0.36,2.0,constructioncontractingrealestate,PM02,phoenixmills
352,http://www.moneycontrol.com/india/stockpricequote/pesticidesagrochemicals/piindustries/PII,10382.35,28.32,143.24,400.0,1,36.35,26.58,23.11,5.26,0.53,1.0,pesticidesagrochemicals,PII,piindustries
353,http://www.moneycontrol.com/india/stockpricequote/chemicals/pidiliteindustries/PI11,53981.33,56.51,85.74,475.0,1,41.38,18.81,51.58,12.4,0.45,1.0,chemicals,PI11,pidiliteindustries
354,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/piramalenterprises/PH05,45600.51,87.95,897.64,1050.0,1,28.83,28.71,72.37,2.81,0.83,2.0,pharmaceuticals,PH05,piramalenterprises
356,http://www.moneycontrol.com/india/stockpricequote/financehousing/pnbhousingfinance/PHF,18947.75,22.81,382.8,60.0,1,24.02,49.61,22.17,2.96,0.53,10.0,financehousing,PHF,pnbhousingfinance
357,http://www.moneycontrol.com/india/stockpricequote/constructioncontractingrealestate/pncinfratech/PI26,3694.16,14.71,71.07,25.0,1,28.23,9.79,11.25,2.03,0.35,2.0,constructioncontractingrealestate,PI26,pncinfratech
358,http://www.moneycontrol.com/india/stockpricequote/computerssoftware/polarisconsultingservices/PSL01,4803.11,26.56,73.78,0.0,1,22.18,17.55,23.48,6.32,,5.0,computerssoftware,PSL01,polarisconsultingservices
359,http://www.moneycontrol.com/india/stockpricequote/financetermlendinginstitutions/powerfinancecorporation/PFC02,20368.23,3.48,160.32,50.0,1,5.28,22.18,3.48,0.48,6.48,10.0,financetermlendinginstitutions,PFC02,powerfinancecorporation
360,http://www.moneycontrol.com/india/stockpricequote/powergenerationdistribution/powergridcorporationindia/PGC,98092.31,11.9,110.95,10.0,1,13.5,15.75,5.66,1.69,0.53,10.0,powergenerationdistribution,PGC,powergridcorporationindia
361,http://www.moneycontrol.com/india/stockpricequote/engineeringheavy/prajindustries/PI17,1427.32,45.2,39.41,81.0,1,21.24,1.74,27.03,2.0,2.06,2.0,engineeringheavy,PI17,prajindustries
362,http://www.moneycontrol.com/india/stockpricequote/constructioncontractingrealestate/prestigeestatesprojects/PEP02,10104.38,43.53,132.66,12.0,1,28.23,6.19,35.13,2.03,0.45,10.0,constructioncontractingrealestate,PEP02,prestigeestatesprojects
364,http://www.moneycontrol.com/india/stockpricequote/trading/ptcindia/PTC02,2245.22,7.04,114.66,30.0,1,11.31,10.78,6.97,0.66,3.96,10.0,trading,PTC02,ptcindia
365,http://www.moneycontrol.com/india/stockpricequote/financetermlendinginstitutions/ptcindiafinancialservices/PIF02,1040.5,42.63,38.05,15.0,1,34.92,0.38,36.82,0.43,9.26,10.0,financetermlendinginstitutions,PIF02,ptcindiafinancialservices
366,http://www.moneycontrol.com/india/stockpricequote/mediaentertainment/pvr/PVR,6391.03,52.63,229.87,20.0,1,33.06,25.98,24.34,5.95,0.15,10.0,mediaentertainment,PVR,pvr
367,http://www.moneycontrol.com/india/stockpricequote/breweriesdistilleries/radicokhaitan/RK01,5504.26,44.59,86.52,40.0,1,65.07,9.26,33.49,4.77,0.19,2.0,breweriesdistilleries,RK01,radicokhaitan
368,http://www.moneycontrol.com/india/stockpricequote/cementmajor/rainindustries/RC12,6491.47,209.78,27.43,50.0,1,35.64,0.92,205.32,7.04,0.52,2.0,cementmajor,RC12,rainindustries
369,http://www.moneycontrol.com/india/stockpricequote/diamondcuttingjewellerypreciousmetals/rajeshexports/RE07,17801.22,40.35,141.66,110.0,1,23.81,14.94,40.22,4.26,0.18,1.0,diamondcuttingjewellerypreciousmetals,RE07,rajeshexports
370,http://www.moneycontrol.com/india/stockpricequote/pesticidesagrochemicals/rallisindia/RI03,3659.9,25.85,60.62,250.0,1,36.35,7.28,20.11,3.1,1.33,1.0,pesticidesagrochemicals,RI03,rallisindia
371,http://www.moneycontrol.com/india/stockpricequote/cementmajor/theramcocements/MC,16810.37,30.26,155.92,300.0,1,35.64,23.15,19.83,4.49,0.43,1.0,cementmajor,MC,theramcocements
372,http://www.moneycontrol.com/india/stockpricequote/fertilisers/rashtriyachemicalsfertilisers/RCF01,3903.19,49.48,54.45,11.0,1,13.56,1.43,18.09,1.3,1.55,10.0,fertilisers,RCF01,rashtriyachemicalsfertilisers
373,http://www.moneycontrol.com/india/stockpricequote/steeltubespipes/ratnamanimetalstubes/RMT,4334.96,28.56,286.49,275.0,1,17.39,32.48,20.41,3.24,0.59,2.0,steeltubespipes,RMT,ratnamanimetalstubes
375,http://www.moneycontrol.com/india/stockpricequote/textileswoollenworsted/raymond/R,5626.48,57.36,214.57,30.0,1,55.6,15.98,29.04,4.27,0.33,10.0,textileswoollenworsted,R,raymond
376,http://www.moneycontrol.com/india/stockpricequote/banksprivatesector/rblbank/RB03,23260.56,36.62,158.82,18.0,1,32.65,15.09,36.62,3.48,0.33,10.0,banksprivatesector,RB03,rblbank
377,http://www.moneycontrol.com/india/stockpricequote/financetermlendinginstitutions/ruralelectrificationcorporation/REC02,20647.77,4.44,192.27,96.5,1,5.28,23.53,4.44,0.54,9.23,10.0,financetermlendinginstitutions,REC02,ruralelectrificationcorporation
378,http://www.moneycontrol.com/india/stockpricequote/computershardware/redingtonindia/RI37,4379.89,23.79,43.24,215.0,1,26.07,4.6,22.16,2.53,3.93,2.0,computershardware,RI37,redingtonindia
379,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/reliancecapital/RC,9797.36,11.75,574.93,105.0,1,34.92,33.0,11.46,0.67,2.71,10.0,financeinvestments,RC,reliancecapital
380,http://www.moneycontrol.com/india/stockpricequote/leatherproducts/relaxofootwears/RF07,8310.42,51.61,63.64,100.0,1,41.6,13.38,38.58,10.85,0.14,1.0,leatherproducts,RF07,relaxofootwears
381,http://www.moneycontrol.com/india/stockpricequote/refineries/relianceindustries/RI,616499.94,18.34,496.55,60.0,1,21.24,53.05,14.27,1.96,0.62,10.0,refineries,RI,relianceindustries
383,http://www.moneycontrol.com/india/stockpricequote/powergenerationdistribution/relianceinfrastructure/RI38,10307.89,6.19,861.61,90.0,1,11.31,63.29,4.04,0.45,2.3,10.0,powergenerationdistribution,RI38,relianceinfrastructure
385,http://www.moneycontrol.com/india/stockpricequote/powergenerationdistribution/reliancepower/RP,8962.38,3195.0,59.91,0.0,1,11.31,0.01,532.5,0.53,,10.0,powergenerationdistribution,RP,reliancepower
387,http://www.moneycontrol.com/india/stockpricequote/financehousing/repcohomefinance/RHF,3464.02,16.8,214.73,20.0,1,24.02,32.95,16.56,2.58,0.36,10.0,financehousing,RHF,repcohomefinance
388,http://www.moneycontrol.com/india/stockpricequote/computerssoftware/roltaindia/RI15,570.77,3.71,236.15,0.0,1,22.18,9.29,2.25,0.15,,10.0,computerssoftware,RI15,roltaindia
389,http://www.moneycontrol.com/india/stockpricequote/chemicals/shkelkarcompany/KC17,3227.21,46.78,47.56,0.0,1,24.19,4.77,40.57,4.69,,10.0,chemicals,KC17,shkelkarcompany
390,http://www.moneycontrol.com/india/stockpricequote/infrastructuregeneral/sadbhavengineering/SE19,4914.65,22.27,109.67,75.0,1,28.23,12.86,15.43,2.61,0.26,1.0,infrastructuregeneral,SE19,sadbhavengineering
392,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/sanofiindia/AP26,11942.53,34.27,868.77,710.0,1,28.83,151.32,26.5,5.97,1.37,10.0,pharmaceuticals,AP26,sanofiindia
394,http://www.moneycontrol.com/india/stockpricequote/bearings/schaefflerindia/FAG,9191.68,37.28,1020.21,170.0,1,33.78,148.38,28.93,5.42,0.31,10.0,bearings,FAG,schaefflerindia
396,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/sequentscientific/PID01,1313.74,3.25,68.26,0.0,1,28.83,16.6,3.22,0.79,,2.0,pharmaceuticals,PID01,sequentscientific
397,http://www.moneycontrol.com/india/stockpricequote/pesticidesagrochemicals/shardacropchem/SC04,3068.85,15.87,120.06,40.0,1,36.35,21.43,11.66,2.83,1.18,10.0,pesticidesagrochemicals,SC04,shardacropchem
398,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/sheelafoam/SF14,7384.01,58.65,111.99,0.0,1,25.73,25.81,48.04,13.52,,5.0,miscellaneous,SF14,sheelafoam
399,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/shilpamedicare/SM19,3233.76,23.95,133.62,60.0,1,28.83,16.56,19.27,2.97,0.15,1.0,pharmaceuticals,SM19,shilpamedicare
400,http://www.moneycontrol.com/india/stockpricequote/shipping/shippingcorporationindia/SCI,2745.89,10.82,152.88,0.0,1,16.98,5.45,3.18,0.39,,10.0,shipping,SCI,shippingcorporationindia
401,http://www.moneycontrol.com/india/stockpricequote/retail/shoppersstop/SS51,4811.29,414.24,88.03,15.0,1,145.89,1.32,38.95,6.21,0.14,5.0,retail,SS51,shoppersstop
402,http://www.moneycontrol.com/india/stockpricequote/cementmajor/shreecements/SC12,54193.83,39.15,2607.07,1400.0,1,35.64,397.33,23.73,5.97,0.9,10.0,cementmajor,SC12,shreecements
404,http://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/shriramcityunionfinance/SCU,13686.46,20.59,762.27,150.0,1,34.92,100.77,19.61,2.72,0.72,10.0,financeleasinghirepurchase,SCU,shriramcityunionfinance
405,http://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/shriramtransportfinancecorporation/STF,29470.93,18.8,567.26,100.0,1,34.92,69.11,18.37,2.29,0.77,10.0,financeleasinghirepurchase,STF,shriramtransportfinancecorporation
406,http://www.moneycontrol.com/india/stockpricequote/infrastructuregeneral/siemens/S,34862.39,29.13,216.35,350.0,1,36.9,33.61,25.02,4.52,0.72,2.0,infrastructuregeneral,S,siemens
408,http://www.moneycontrol.com/india/stockpricequote/powergenerationdistribution/sjvn/S11,11455.35,9.34,31.81,27.5,1,11.31,3.12,7.22,0.92,9.43,10.0,powergenerationdistribution,S11,sjvn
409,http://www.moneycontrol.com/india/stockpricequote/bearings/skfindia/SKF01,8824.23,29.82,410.17,150.0,1,33.78,57.65,25.82,4.19,0.87,10.0,bearings,SKF01,skfindia
410,http://www.moneycontrol.com/india/stockpricequote/autolcvshcvs/smlisuzu/SM,1091.67,128.51,284.01,0.0,1,34.71,5.87,29.58,2.66,,10.0,autolcvshcvs,SM,smlisuzu
411,http://www.moneycontrol.com/india/stockpricequote/constructioncontractingrealestate/sobha/SD6,4181.28,21.57,285.41,20.0,1,28.23,20.44,17.11,1.54,0.45,10.0,constructioncontractingrealestate,SD6,sobha
412,http://www.moneycontrol.com/india/stockpricequote/chemicals/solarindustriesindia/SII04,10255.24,76.37,87.62,250.0,1,70.52,14.84,63.96,12.93,0.44,2.0,chemicals,SII04,solarindustriesindia
413,http://www.moneycontrol.com/india/stockpricequote/ceramicsgranite/somanyceramics/SC49,2105.2,32.34,134.72,135.0,1,23.33,15.36,22.85,3.69,0.54,2.0,ceramicsgranite,SC49,somanyceramics
414,http://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/sonatasoftware/SS42,3288.33,21.73,57.76,900.0,1,22.18,14.39,21.04,5.41,2.88,1.0,computerssoftwaremediumsmall,SS42,sonatasoftware
415,http://www.moneycontrol.com/india/stockpricequote/banksprivatesector/southindianbank/SIB,4026.14,12.03,27.64,40.0,1,32.65,1.85,10.11,0.8,1.8,1.0,banksprivatesector,SIB,southindianbank
416,http://www.moneycontrol.com/india/stockpricequote/transportlogistics/spicejet/SJ01,6540.0,11.54,-0.71,0.0,1,17.26,9.45,8.2,,,10.0,transportlogistics,SJ01,spicejet
417,http://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/sreiinfrastructurefinance/SRE02,3126.68,25.37,58.87,5.0,1,34.92,2.45,17.71,1.06,0.8,10.0,financeleasinghirepurchase,SRE02,sreiinfrastructurefinance
418,http://www.moneycontrol.com/india/stockpricequote/textilesmanmade/srf/SRF,9731.91,23.99,618.16,120.0,1,23.99,70.65,14.23,2.74,0.71,10.0,textilesmanmade,SRF,srf
419,http://www.moneycontrol.com/india/stockpricequote/cablestelephone/sterlitetechnologies/ST20,11102.99,43.28,26.65,100.0,1,28.67,6.39,26.02,10.38,0.72,2.0,cablestelephone,ST20,sterlitetechnologies
420,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/stridesshasun/SA10,3525.99,3.98,360.99,45.0,1,28.83,98.97,3.66,1.09,1.14,10.0,pharmaceuticals,SA10,stridesshasun
421,http://www.moneycontrol.com/india/stockpricequote/dyespigments/sudarshanchemicalindustries/SCI08,3016.92,34.26,69.84,175.0,1,21.49,12.72,20.63,6.24,0.8,2.0,dyespigments,SCI08,sudarshanchemicalindustries
424,http://www.moneycontrol.com/india/stockpricequote/mediaentertainment/suntvnetwork/STN01,30659.78,28.05,129.79,200.0,1,33.06,27.74,20.01,5.99,1.29,5.0,mediaentertainment,STN01,suntvnetwork
425,http://www.moneycontrol.com/india/stockpricequote/fasteners/sundramfasteners/SF23,13106.76,35.66,79.98,450.0,1,34.3,17.49,28.15,7.8,0.72,1.0,fasteners,SF23,sundramfasteners
426,http://www.moneycontrol.com/india/stockpricequote/constructioncontractingrealestate/sunteckrealty/SR05,5415.85,43.8,67.15,150.0,1,28.23,8.45,43.5,5.51,0.41,1.0,constructioncontractingrealestate,SR05,sunteckrealty
427,http://www.moneycontrol.com/india/stockpricequote/plastics/supremeindustries/SI48,14333.08,35.0,136.43,600.0,1,34.36,32.24,24.85,8.27,1.06,2.0,plastics,SI48,supremeindustries
428,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/suvenlifesciences/SLS01,2651.29,16.73,69.92,100.0,1,28.83,12.45,14.75,2.98,0.48,1.0,pharmaceuticals,SLS01,suvenlifesciences
430,http://www.moneycontrol.com/india/stockpricequote/trading/swanenergy/SM09,3810.41,52.35,21.05,7.5,1,21.84,2.98,48.75,7.41,0.05,1.0,trading,SM09,swanenergy
431,http://www.moneycontrol.com/india/stockpricequote/consumergoodswhitegoods/symphony/SCS04,9902.76,54.13,91.61,225.0,1,48.01,26.15,52.88,15.45,0.32,2.0,consumergoodswhitegoods,SCS04,symphony
433,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/syngeneinternational/SI10,12149.0,39.81,85.91,10.0,1,37.91,15.26,27.83,7.07,0.16,10.0,miscellaneous,SI10,syngeneinternational
434,http://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/takesolutions/TS09,3367.34,220.97,33.98,100.0,1,22.18,1.03,210.74,6.7,0.44,1.0,computerssoftwaremediumsmall,TS09,takesolutions
436,http://www.moneycontrol.com/india/stockpricequote/chemicals/tatachemicals/TC,17705.56,10.02,416.96,110.0,1,9.24,69.36,9.35,1.67,1.58,10.0,chemicals,TC,tatachemicals
437,http://www.moneycontrol.com/india/stockpricequote/plantationsteacoffee/tatacoffee/TC14,2102.1,33.5,49.27,150.0,1,31.24,3.36,24.68,2.28,1.33,1.0,plantationsteacoffee,TC14,tatacoffee
438,http://www.moneycontrol.com/india/stockpricequote/telecommunicationsservice/tatacommunications/TC17,16946.1,63.53,334.1,60.0,1,344.41,9.36,15.45,1.78,1.01,10.0,telecommunicationsservice,TC17,tatacommunications
