,DETAIL,magnitude,parameter
3400,M18,11.65,P/E
3401,M18,105.32,BOOK VALUE (Rs)
3402,M18,110.00%,DIV (%)
3403,M18,1,Market Lot
3404,M18,15.10,INDUSTRY P/E
3405,M18,15.84,EPS (TTM)
3406,M18,10.15,P/C
3407,M18,1.75,PRICE/BOOK
3408,M18,5.96%,DIV YIELD.(%)
3409,M18,10.00,FACE VALUE (Rs)
3410,MI39,"4,945.78",MARKET CAP (Rs Cr)
3411,MI39,30.05,P/E
3412,MI39,402.13,BOOK VALUE (Rs)
3413,MI39,300.00%,DIV (%)
3414,MI39,1,Market Lot
3415,MI39,39.10,INDUSTRY P/E
3416,MI39,95.33,EPS (TTM)
3417,MI39,27.85,P/C
3418,MI39,7.12,PRICE/BOOK
3419,MI39,1.05%,DIV YIELD.(%)
3420,MI39,10.00,FACE VALUE (Rs)
3421,MSS01,"64,801.42",MARKET CAP (Rs Cr)
3422,MSS01,73.64,P/E
3423,MSS01,11.90,BOOK VALUE (Rs)
3424,MSS01,200.00%,DIV (%)
3425,MSS01,1,Market Lot
3426,MSS01,73.54,INDUSTRY P/E
3427,MSS01,4.18,EPS (TTM)
3428,MSS01,59.08,P/C
3429,MSS01,25.87,PRICE/BOOK
3430,MSS01,0.65%,DIV YIELD.(%)
3431,MSS01,1.00,FACE VALUE (Rs)
3432,MOF01,"12,591.08",MARKET CAP (Rs Cr)
3433,MOF01,97.07,P/E
3434,MOF01,55.07,BOOK VALUE (Rs)
3435,MOF01,250.00%,DIV (%)
3436,MOF01,1,Market Lot
3437,MOF01,36.62,INDUSTRY P/E
3438,MOF01,8.94,EPS (TTM)
3439,MOF01,92.42,P/C
3440,MOF01,15.76,PRICE/BOOK
3441,MOF01,0.29%,DIV YIELD.(%)
3442,MOF01,1.00,FACE VALUE (Rs)
3443,MB02,"20,781.82",MARKET CAP (Rs Cr)
3444,MB02,28.09,P/E
3445,MB02,242.04,BOOK VALUE (Rs)
3446,MB02,170.00%,DIV (%)
3447,MB02,1,Market Lot
3448,MB02,21.82,INDUSTRY P/E
3449,MB02,38.28,EPS (TTM)
3450,MB02,26.93,P/C
3451,MB02,4.44,PRICE/BOOK
3452,MB02,1.58%,DIV YIELD.(%)
3453,MB02,10.00,FACE VALUE (Rs)
3454,MRF,"31,998.41",MARKET CAP (Rs Cr)
3455,MRF,29.30,P/E
3456,MRF,22721.94,BOOK VALUE (Rs)
3457,MRF,600.00%,DIV (%)
3458,MRF,1,Market Lot
3459,MRF,27.04,INDUSTRY P/E
3460,MRF,"2,575.44",EPS (TTM)
3461,MRF,17.80,P/C
3462,MRF,3.32,PRICE/BOOK
3463,MRF,0.08%,DIV YIELD.(%)
3464,MRF,10.00,FACE VALUE (Rs)
3465,MRP,"15,694.52",MARKET CAP (Rs Cr)
3466,MRP,7.06,P/E
3467,MRP,70.15,BOOK VALUE (Rs)
3468,MRP,0.00%,DIV (%)
3469,MRP,1,Market Lot
3470,MRP,8.41,INDUSTRY P/E
3471,MRP,12.69,EPS (TTM)
3472,MRP,5.42,P/C
3473,MRP,1.28,PRICE/BOOK
3474,MRP,-%,DIV YIELD.(%)
3475,MRP,10.00,FACE VALUE (Rs)
3476,MTN,"1,111.95",MARKET CAP (Rs Cr)
3477,MTN,-,P/E
3478,MTN,-100.63,BOOK VALUE (Rs)
3479,MTN,0.00%,DIV (%)
3480,MTN,1,Market Lot
3481,MTN,341.93,INDUSTRY P/E
3482,MTN,-,EPS (TTM)
3483,MTN,-,P/C
3484,MTN,-,PRICE/BOOK
3485,MTN,-%,DIV YIELD.(%)
3486,MTN,10.00,FACE VALUE (Rs)
3487,MF10,"15,459.53",MARKET CAP (Rs Cr)
3488,MF10,8.99,P/E
3489,MF10,205.89,BOOK VALUE (Rs)
3490,MF10,60.00%,DIV (%)
3491,MF10,1,Market Lot
3492,MF10,36.62,INDUSTRY P/E
3493,MF10,43.00,EPS (TTM)
3494,MF10,8.76,P/C
3495,MF10,1.88,PRICE/BOOK
3496,MF10,1.55%,DIV YIELD.(%)
3497,MF10,10.00,FACE VALUE (Rs)
3498,NAC,"13,375.87",MARKET CAP (Rs Cr)
3499,NAC,9.97,P/E
3500,NAC,59.74,BOOK VALUE (Rs)
3501,NAC,56.00%,DIV (%)
3502,NAC,1,Market Lot
3503,NAC,24.70,INDUSTRY P/E
3504,NAC,6.94,EPS (TTM)
3505,NAC,7.34,P/C
3506,NAC,1.16,PRICE/BOOK
3507,NAC,4.05%,DIV YIELD.(%)
3508,NAC,5.00,FACE VALUE (Rs)
3509,NH,"4,727.89",MARKET CAP (Rs Cr)
3510,NH,77.90,P/E
3511,NH,54.65,BOOK VALUE (Rs)
3512,NH,0.00%,DIV (%)
3513,NH,1,Market Lot
3514,NH,48.56,INDUSTRY P/E
3515,NH,2.97,EPS (TTM)
3516,NH,34.07,P/C
3517,NH,4.23,PRICE/BOOK
3518,NH,-%,DIV YIELD.(%)
3519,NH,10.00,FACE VALUE (Rs)
3520,NP07,"15,312.95",MARKET CAP (Rs Cr)
3521,NP07,21.93,P/E
3522,NP07,130.08,BOOK VALUE (Rs)
3523,NP07,362.50%,DIV (%)
3524,NP07,1,Market Lot
3525,NP07,29.05,INDUSTRY P/E
3526,NP07,37.84,EPS (TTM)
3527,NP07,20.05,P/C
3528,NP07,6.38,PRICE/BOOK
3529,NP07,0.87%,DIV YIELD.(%)
3530,NP07,2.00,FACE VALUE (Rs)
3531,NBV,"2,606.31",MARKET CAP (Rs Cr)
3532,NBV,16.13,P/E
3533,NBV,160.54,BOOK VALUE (Rs)
3534,NBV,50.00%,DIV (%)
3535,NBV,1,Market Lot
3536,NBV,22.07,INDUSTRY P/E
3537,NBV,9.05,EPS (TTM)
3538,NBV,13.10,P/C
3539,NBV,0.91,PRICE/BOOK
3540,NBV,0.69%,DIV YIELD.(%)
3541,NBV,2.00,FACE VALUE (Rs)
3542,NFI,"3,360.57",MARKET CAP (Rs Cr)
3543,NFI,18.78,P/E
3544,NFI,151.60,BOOK VALUE (Rs)
3545,NFI,315.00%,DIV (%)
3546,NFI,1,Market Lot
3547,NFI,25.97,INDUSTRY P/E
3548,NFI,36.27,EPS (TTM)
3549,NFI,15.48,P/C
3550,NFI,4.49,PRICE/BOOK
3551,NFI,0.93%,DIV YIELD.(%)
3552,NFI,2.00,FACE VALUE (Rs)
3553,NC02,"2,144.90",MARKET CAP (Rs Cr)
3554,NC02,20.83,P/E
3555,NC02,89.09,BOOK VALUE (Rs)
3556,NC02,0.00%,DIV (%)
3557,NC02,1,Market Lot
3558,NC02,44.24,INDUSTRY P/E
3559,NC02,6.84,EPS (TTM)
3560,NC02,17.03,P/C
3561,NC02,1.60,PRICE/BOOK
3562,NC02,-%,DIV YIELD.(%)
3563,NC02,10.00,FACE VALUE (Rs)
3564,NP01,"2,908.96",MARKET CAP (Rs Cr)
3565,NP01,18.99,P/E
3566,NP01,37.63,BOOK VALUE (Rs)
3567,NP01,125.00%,DIV (%)
3568,NP01,1,Market Lot
3569,NP01,15.58,INDUSTRY P/E
3570,NP01,6.56,EPS (TTM)
3571,NP01,16.45,P/C
3572,NP01,3.31,PRICE/BOOK
3573,NP01,2.01%,DIV YIELD.(%)
3574,NP01,2.00,FACE VALUE (Rs)
3575,NBC01,"15,291.00",MARKET CAP (Rs Cr)
3576,NBC01,45.92,P/E
3577,NBC01,9.30,BOOK VALUE (Rs)
3578,NBC01,81.50%,DIV (%)
3579,NBC01,1,Market Lot
3580,NBC01,30.60,INDUSTRY P/E
3581,NBC01,1.85,EPS (TTM)
3582,NBC01,45.43,P/C
3583,NBC01,9.13,PRICE/BOOK
3584,NBC01,0.96%,DIV YIELD.(%)
3585,NBC01,1.00,FACE VALUE (Rs)
3586,NCC01,"6,432.92",MARKET CAP (Rs Cr)
3587,NCC01,22.45,P/E
3588,NCC01,62.23,BOOK VALUE (Rs)
3589,NCC01,20.00%,DIV (%)
3590,NCC01,1,Market Lot
3591,NCC01,30.60,INDUSTRY P/E
3592,NCC01,4.77,EPS (TTM)
3593,NCC01,15.91,P/C
3594,NCC01,1.72,PRICE/BOOK
3595,NCC01,0.37%,DIV YIELD.(%)
3596,NCC01,2.00,FACE VALUE (Rs)
3597,NI,"93,874.68",MARKET CAP (Rs Cr)
3598,NI,69.93,P/E
3599,NI,354.77,BOOK VALUE (Rs)
3600,NI,860.00%,DIV (%)
3601,NI,1,Market Lot
3602,NI,64.74,INDUSTRY P/E
3603,NI,139.24,EPS (TTM)
3604,NI,55.72,P/C
3605,NI,27.44,PRICE/BOOK
3606,NI,0.88%,DIV YIELD.(%)
3607,NI,10.00,FACE VALUE (Rs)
3608,NMI,"4,679.86",**MARKET CAP (Rs Cr)
3609,NMI,-,P/E
3610,NMI,23.64,BOOK VALUE (Rs)
3611,NMI,0.00%,DIV (%)
3612,NMI,1,Market Lot
3613,NMI,36.62,INDUSTRY P/E
3614,NMI,-,EPS (TTM)
3615,NMI,-,P/C
3616,NMI,1.89,PRICE/BOOK
3617,NMI,-%,DIV YIELD.(%)
3618,NMI,5.00,FACE VALUE (Rs)
3619,N07,"26,520.34",MARKET CAP (Rs Cr)
3620,N07,9.61,P/E
3621,N07,28.95,BOOK VALUE (Rs)
3622,N07,18.00%,DIV (%)
3623,N07,1,Market Lot
3624,N07,11.73,INDUSTRY P/E
3625,N07,2.69,EPS (TTM)
3626,N07,6.37,P/C
3627,N07,0.89,PRICE/BOOK
3628,N07,6.96%,DIV YIELD.(%)
3629,N07,10.00,FACE VALUE (Rs)
3630,NII,"1,677.73",MARKET CAP (Rs Cr)
3631,NII,324.52,P/E
3632,NII,48.49,BOOK VALUE (Rs)
3633,NII,0.00%,DIV (%)
3634,NII,1,Market Lot
3635,NII,103.45,INDUSTRY P/E
3636,NII,0.31,EPS (TTM)
3637,NII,57.82,P/C
3638,NII,2.07,PRICE/BOOK
3639,NII,-%,DIV YIELD.(%)
3640,NII,2.00,FACE VALUE (Rs)
3641,NII02,"6,962.77",MARKET CAP (Rs Cr)
3642,NII02,30.78,P/E
3643,NII02,217.85,BOOK VALUE (Rs)
3644,NII02,125.00%,DIV (%)
3645,NII02,1,Market Lot
3646,NII02,21.82,INDUSTRY P/E
3647,NII02,36.79,EPS (TTM)
3648,NII02,22.55,P/C
3649,NII02,5.20,PRICE/BOOK
3650,NII02,1.10%,DIV YIELD.(%)
3651,NII02,10.00,FACE VALUE (Rs)
3652,NP08,"2,516.61",MARKET CAP (Rs Cr)
3653,NP08,21.49,P/E
3654,NP08,534.21,BOOK VALUE (Rs)
3655,NP08,130.00%,DIV (%)
3656,NP08,1,Market Lot
3657,NP08,37.42,INDUSTRY P/E
3658,NP08,78.47,EPS (TTM)
3659,NP08,15.20,P/C
3660,NP08,3.16,PRICE/BOOK
3661,NP08,0.77%,DIV YIELD.(%)
3662,NP08,10.00,FACE VALUE (Rs)
3663,NLC,"12,809.40",MARKET CAP (Rs Cr)
3664,NLC,6.93,P/E
3665,NLC,91.90,BOOK VALUE (Rs)
3666,NLC,73.40%,DIV (%)
3667,NLC,1,Market Lot
3668,NLC,11.73,INDUSTRY P/E
3669,NLC,12.09,EPS (TTM)
3670,NLC,4.73,P/C
3671,NLC,0.91,PRICE/BOOK
3672,NLC,8.76%,DIV YIELD.(%)
3673,NLC,10.00,FACE VALUE (Rs)
3674,NMD02,"35,751.96",MARKET CAP (Rs Cr)
3675,NMD02,9.39,P/E
3676,NMD02,83.20,BOOK VALUE (Rs)
3677,NMD02,515.00%,DIV (%)
3678,NMD02,1,Market Lot
3679,NMD02,15.10,INDUSTRY P/E
3680,NMD02,12.03,EPS (TTM)
3681,NMD02,8.80,P/C
3682,NMD02,1.36,PRICE/BOOK
3683,NMD02,4.56%,DIV YIELD.(%)
3684,NMD02,1.00,FACE VALUE (Rs)
3685,NTP,"128,670.47",MARKET CAP (Rs Cr)
3686,NTP,12.44,P/E
3687,NTP,129.25,BOOK VALUE (Rs)
3688,NTP,47.80%,DIV (%)
3689,NTP,1,Market Lot
3690,NTP,11.73,INDUSTRY P/E
3691,NTP,12.54,EPS (TTM)
3692,NTP,7.38,P/C
3693,NTP,1.21,PRICE/BOOK
3694,NTP,3.06%,DIV YIELD.(%)
3695,NTP,10.00,FACE VALUE (Rs)
3696,OR,"17,192.36",MARKET CAP (Rs Cr)
3697,OR,41.23,P/E
3698,OR,131.39,BOOK VALUE (Rs)
3699,OR,20.00%,DIV (%)
3700,OR,1,Market Lot
3701,OR,30.60,INDUSTRY P/E
3702,OR,12.28,EPS (TTM)
3703,OR,37.64,P/C
3704,OR,3.85,PRICE/BOOK
3705,OR,0.40%,DIV YIELD.(%)
3706,OR,10.00,FACE VALUE (Rs)
3707,OCL,"6,679.52",MARKET CAP (Rs Cr)
3708,OCL,15.82,P/E
3709,OCL,488.16,BOOK VALUE (Rs)
3710,OCL,250.00%,DIV (%)
3711,OCL,1,Market Lot
3712,OCL,36.29,INDUSTRY P/E
3713,OCL,74.21,EPS (TTM)
3714,OCL,11.32,P/C
3715,OCL,2.40,PRICE/BOOK
3716,OCL,0.43%,DIV YIELD.(%)
3717,OCL,2.00,FACE VALUE (Rs)
3718,OI13,"25,104.07",MARKET CAP (Rs Cr)
3719,OI13,9.41,P/E
3720,OI13,255.93,BOOK VALUE (Rs)
3721,OI13,95.00%,DIV (%)
3722,OI13,1,Market Lot
3723,OI13,11.73,INDUSTRY P/E
3724,OI13,23.51,EPS (TTM)
3725,OI13,6.37,P/C
3726,OI13,0.86,PRICE/BOOK
3727,OI13,4.29%,DIV YIELD.(%)
3728,OI13,10.00,FACE VALUE (Rs)
3729,O02,"3,985.40",MARKET CAP (Rs Cr)
3730,O02,62.80,P/E
3731,O02,105.59,BOOK VALUE (Rs)
3732,O02,7.00%,DIV (%)
3733,O02,1,Market Lot
3734,O02,30.60,INDUSTRY P/E
3735,O02,3.47,EPS (TTM)
3736,O02,57.34,P/C
3737,O02,2.06,PRICE/BOOK
3738,O02,0.32%,DIV YIELD.(%)
3739,O02,10.00,FACE VALUE (Rs)
3740,ONG,"212,325.88",MARKET CAP (Rs Cr)
3741,ONG,10.65,P/E
3742,ONG,160.12,BOOK VALUE (Rs)
3743,ONG,121.00%,DIV (%)
3744,ONG,1,Market Lot
3745,ONG,11.73,INDUSTRY P/E
3746,ONG,15.54,EPS (TTM)
3747,ONG,6.17,P/C
3748,ONG,1.03,PRICE/BOOK
3749,ONG,3.66%,DIV YIELD.(%)
3750,ONG,5.00,FACE VALUE (Rs)
3751,OFS01,"34,888.20",MARKET CAP (Rs Cr)
3752,OFS01,34.68,P/E
3753,OFS01,313.20,BOOK VALUE (Rs)
3754,OFS01,3400.00%,DIV (%)
3755,OFS01,1,Market Lot
3756,OFS01,21.82,INDUSTRY P/E
3757,OFS01,117.74,EPS (TTM)
3758,OFS01,32.81,P/C
3759,OFS01,13.04,PRICE/BOOK
3760,OFS01,4.16%,DIV YIELD.(%)
3761,OFS01,5.00,FACE VALUE (Rs)
3762,OC10,"2,425.65",MARKET CAP (Rs Cr)
3763,OC10,54.81,P/E
3764,OC10,50.34,BOOK VALUE (Rs)
3765,OC10,100.00%,DIV (%)
3766,OC10,1,Market Lot
3767,OC10,36.29,INDUSTRY P/E
3768,OC10,2.16,EPS (TTM)
3769,OC10,14.23,P/C
3770,OC10,2.35,PRICE/BOOK
3771,OC10,0.84%,DIV YIELD.(%)
3772,OC10,1.00,FACE VALUE (Rs)
3773,OBC,"5,090.61",MARKET CAP (Rs Cr)
3774,OBC,-,P/E
3775,OBC,164.08,BOOK VALUE (Rs)
3776,OBC,0.00%,DIV (%)
3777,OBC,1,Market Lot
3778,OBC,12.43,INDUSTRY P/E
3779,OBC,-,EPS (TTM)
3780,OBC,-,P/C
3781,OBC,0.49,PRICE/BOOK
3782,OBC,-%,DIV YIELD.(%)
3783,OBC,10.00,FACE VALUE (Rs)
3784,PGH,"31,595.01",MARKET CAP (Rs Cr)
3785,PGH,77.43,P/E
3786,PGH,162.08,BOOK VALUE (Rs)
3787,PGH,3890.00%,DIV (%)
3788,PGH,1,Market Lot
3789,PGH,66.23,INDUSTRY P/E
3790,PGH,125.71,EPS (TTM)
3791,PGH,67.54,P/C
3792,PGH,60.05,PRICE/BOOK
3793,PGH,4.00%,DIV YIELD.(%)
3794,PGH,10.00,FACE VALUE (Rs)
3795,PI35,"29,627.14",MARKET CAP (Rs Cr)
3796,PI35,85.39,P/E
3797,PI35,907.99,BOOK VALUE (Rs)
3798,PI35,970.00%,DIV (%)
3799,PI35,1,Market Lot
3800,PI35,46.70,INDUSTRY P/E
3801,PI35,311.08,EPS (TTM)
3802,PI35,79.01,P/C
3803,PI35,29.25,PRICE/BOOK
3804,PI35,0.37%,DIV YIELD.(%)
3805,PI35,10.00,FACE VALUE (Rs)
3806,PMF01,"2,909.52",MARKET CAP (Rs Cr)
3807,PMF01,37.07,P/E
3808,PMF01,88.52,BOOK VALUE (Rs)
3809,PMF01,5.00%,DIV (%)
3810,PMF01,1,Market Lot
3811,PMF01,64.74,INDUSTRY P/E
3812,PMF01,9.33,EPS (TTM)
3813,PMF01,22.86,P/C
3814,PMF01,3.91,PRICE/BOOK
3815,PMF01,0.14%,DIV YIELD.(%)
3816,PMF01,10.00,FACE VALUE (Rs)
3817,PJ,"6,208.93",MARKET CAP (Rs Cr)
3818,PJ,10.95,P/E
3819,PJ,70.83,BOOK VALUE (Rs)
3820,PJ,10.00%,DIV (%)
3821,PJ,1,Market Lot
3822,PJ,24.92,INDUSTRY P/E
3823,PJ,14.38,EPS (TTM)
3824,PJ,10.56,P/C
3825,PJ,2.22,PRICE/BOOK
3826,PJ,0.64%,DIV YIELD.(%)
3827,PJ,10.00,FACE VALUE (Rs)
3828,PS15,"6,496.40",MARKET CAP (Rs Cr)
3829,PS15,18.99,P/E
3830,PS15,269.57,BOOK VALUE (Rs)
3831,PS15,90.00%,DIV (%)
3832,PS15,1,Market Lot
3833,PS15,21.82,INDUSTRY P/E
3834,PS15,42.76,EPS (TTM)
3835,PS15,16.41,P/C
3836,PS15,3.01,PRICE/BOOK
3837,PS15,1.11%,DIV YIELD.(%)
3838,PS15,10.00,FACE VALUE (Rs)
3839,PLN,"31,770.00",MARKET CAP (Rs Cr)
3840,PLN,15.29,P/E
3841,PLN,53.88,BOOK VALUE (Rs)
3842,PLN,25.00%,DIV (%)
3843,PLN,1,Market Lot
3844,PLN,15.50,INDUSTRY P/E
3845,PLN,13.85,EPS (TTM)
3846,PLN,12.76,P/C
3847,PLN,3.93,PRICE/BOOK
3848,PLN,1.18%,DIV YIELD.(%)
3849,PLN,10.00,FACE VALUE (Rs)
3850,P,"11,841.11",MARKET CAP (Rs Cr)
3851,P,32.88,P/E
3852,P,607.45,BOOK VALUE (Rs)
3853,P,200.00%,DIV (%)
3854,P,1,Market Lot
3855,P,29.05,INDUSTRY P/E
3856,P,78.71,EPS (TTM)
3857,P,27.77,P/C
3858,P,4.26,PRICE/BOOK
3859,P,0.77%,DIV YIELD.(%)
3860,P,10.00,FACE VALUE (Rs)
3861,PM02,"9,847.39",MARKET CAP (Rs Cr)
3862,PM02,63.59,P/E
3863,PM02,158.77,BOOK VALUE (Rs)
3864,PM02,120.00%,DIV (%)
3865,PM02,1,Market Lot
3866,PM02,30.60,INDUSTRY P/E
3867,PM02,10.11,EPS (TTM)
3868,PM02,50.46,P/C
3869,PM02,4.05,PRICE/BOOK
3870,PM02,0.37%,DIV YIELD.(%)
3871,PM02,2.00,FACE VALUE (Rs)
3872,PII,"10,992.59",MARKET CAP (Rs Cr)
3873,PII,29.99,P/E
3874,PII,143.24,BOOK VALUE (Rs)
3875,PII,400.00%,DIV (%)
3876,PII,1,Market Lot
3877,PII,39.10,INDUSTRY P/E
3878,PII,26.58,EPS (TTM)
3879,PII,24.47,P/C
3880,PII,5.56,PRICE/BOOK
3881,PII,0.50%,DIV YIELD.(%)
3882,PII,1.00,FACE VALUE (Rs)
3883,PI11,"55,080.76",MARKET CAP (Rs Cr)
3884,PI11,57.66,P/E
3885,PI11,85.74,BOOK VALUE (Rs)
3886,PI11,475.00%,DIV (%)
3887,PI11,1,Market Lot
3888,PI11,42.85,INDUSTRY P/E
3889,PI11,18.81,EPS (TTM)
3890,PI11,52.63,P/C
3891,PI11,12.65,PRICE/BOOK
3892,PI11,0.44%,DIV YIELD.(%)
3893,PI11,1.00,FACE VALUE (Rs)
3894,PH05,"45,150.84",MARKET CAP (Rs Cr)
3895,PH05,87.08,P/E
3896,PH05,897.64,BOOK VALUE (Rs)
3897,PH05,1050.00%,DIV (%)
3898,PH05,1,Market Lot
3899,PH05,29.05,INDUSTRY P/E
3900,PH05,28.71,EPS (TTM)
3901,PH05,71.66,P/C
3902,PH05,2.79,PRICE/BOOK
3903,PH05,0.84%,DIV YIELD.(%)
3904,PH05,2.00,FACE VALUE (Rs)
3905,PNB05,"24,803.75",MARKET CAP (Rs Cr)
3906,PNB05,-,P/E
3907,PNB05,93.97,BOOK VALUE (Rs)
3908,PNB05,0.00%,DIV (%)
3909,PNB05,1,Market Lot
3910,PNB05,12.43,INDUSTRY P/E
3911,PNB05,-,EPS (TTM)
3912,PNB05,-,P/C
3913,PNB05,0.96,PRICE/BOOK
3914,PNB05,-%,DIV YIELD.(%)
3915,PNB05,2.00,FACE VALUE (Rs)
3916,PHF,"18,363.38",MARKET CAP (Rs Cr)
3917,PHF,22.11,P/E
3918,PHF,382.80,BOOK VALUE (Rs)
3919,PHF,60.00%,DIV (%)
3920,PHF,1,Market Lot
3921,PHF,23.49,INDUSTRY P/E
3922,PHF,49.61,EPS (TTM)
3923,PHF,21.48,P/C
3924,PHF,2.86,PRICE/BOOK
3925,PHF,0.55%,DIV YIELD.(%)
3926,PHF,10.00,FACE VALUE (Rs)
3927,PI26,"4,388.10",MARKET CAP (Rs Cr)
3928,PI26,17.47,P/E
3929,PI26,71.07,BOOK VALUE (Rs)
3930,PI26,25.00%,DIV (%)
3931,PI26,1,Market Lot
3932,PI26,30.60,INDUSTRY P/E
3933,PI26,9.79,EPS (TTM)
3934,PI26,13.36,P/C
3935,PI26,2.41,PRICE/BOOK
3936,PI26,0.29%,DIV YIELD.(%)
3937,PI26,2.00,FACE VALUE (Rs)
3938,PSL01,"4,820.23",MARKET CAP (Rs Cr)
3939,PSL01,26.65,P/E
3940,PSL01,73.78,BOOK VALUE (Rs)
3941,PSL01,0.00%,DIV (%)
3942,PSL01,1,Market Lot
3943,PSL01,21.82,INDUSTRY P/E
3944,PSL01,17.55,EPS (TTM)
3945,PSL01,23.56,P/C
3946,PSL01,6.34,PRICE/BOOK
3947,PSL01,-%,DIV YIELD.(%)
3948,PSL01,5.00,FACE VALUE (Rs)
3949,PFC02,"21,767.47",MARKET CAP (Rs Cr)
3950,PFC02,3.72,P/E
3951,PFC02,160.32,BOOK VALUE (Rs)
3952,PFC02,50.00%,DIV (%)
3953,PFC02,1,Market Lot
3954,PFC02,5.80,INDUSTRY P/E
3955,PFC02,22.18,EPS (TTM)
3956,PFC02,3.71,P/C
3957,PFC02,0.51,PRICE/BOOK
3958,PFC02,6.06%,DIV YIELD.(%)
3959,PFC02,10.00,FACE VALUE (Rs)
3960,PGC,"103,847.05",MARKET CAP (Rs Cr)
3961,PGC,12.60,P/E
3962,PGC,110.95,BOOK VALUE (Rs)
3963,PGC,10.00%,DIV (%)
3964,PGC,1,Market Lot
3965,PGC,14.41,INDUSTRY P/E
3966,PGC,15.75,EPS (TTM)
3967,PGC,5.99,P/C
3968,PGC,1.79,PRICE/BOOK
3969,PGC,0.50%,DIV YIELD.(%)
3970,PGC,10.00,FACE VALUE (Rs)
3971,PI17,"1,577.30",MARKET CAP (Rs Cr)
3972,PI17,49.97,P/E
3973,PI17,39.43,BOOK VALUE (Rs)
3974,PI17,81.00%,DIV (%)
3975,PI17,1,Market Lot
3976,PI17,23.24,INDUSTRY P/E
3977,PI17,1.74,EPS (TTM)
3978,PI17,29.88,P/C
3979,PI17,2.21,PRICE/BOOK
3980,PI17,1.86%,DIV YIELD.(%)
3981,PI17,2.00,FACE VALUE (Rs)
3982,PEP02,"10,325.63",MARKET CAP (Rs Cr)
3983,PEP02,44.48,P/E
3984,PEP02,132.66,BOOK VALUE (Rs)
3985,PEP02,12.00%,DIV (%)
3986,PEP02,1,Market Lot
3987,PEP02,30.60,INDUSTRY P/E
3988,PEP02,6.19,EPS (TTM)
3989,PEP02,35.90,P/C
3990,PEP02,2.08,PRICE/BOOK
3991,PEP02,0.44%,DIV YIELD.(%)
3992,PEP02,10.00,FACE VALUE (Rs)
3993,PC,"5,476.52",MARKET CAP (Rs Cr)
3994,PC,77.71,P/E
3995,PC,20.38,BOOK VALUE (Rs)
3996,PC,0.00%,DIV (%)
3997,PC,1,Market Lot
3998,PC,36.29,INDUSTRY P/E
3999,PC,1.40,EPS (TTM)
4000,PC,24.50,P/C
4001,PC,5.34,PRICE/BOOK
4002,PC,-%,DIV YIELD.(%)
4003,PC,10.00,FACE VALUE (Rs)
4004,PTC02,"2,455.39",MARKET CAP (Rs Cr)
4005,PTC02,7.69,P/E
4006,PTC02,114.66,BOOK VALUE (Rs)
4007,PTC02,30.00%,DIV (%)
4008,PTC02,1,Market Lot
4009,PTC02,11.73,INDUSTRY P/E
4010,PTC02,10.78,EPS (TTM)
4011,PTC02,7.62,P/C
4012,PTC02,0.72,PRICE/BOOK
4013,PTC02,3.62%,DIV YIELD.(%)
4014,PTC02,10.00,FACE VALUE (Rs)
4015,PIF02,"1,197.86",MARKET CAP (Rs Cr)
4016,PIF02,49.08,P/E
4017,PIF02,38.05,BOOK VALUE (Rs)
4018,PIF02,15.00%,DIV (%)
4019,PIF02,1,Market Lot
4020,PIF02,36.62,INDUSTRY P/E
4021,PIF02,0.38,EPS (TTM)
4022,PIF02,42.39,P/C
4023,PIF02,0.49,PRICE/BOOK
4024,PIF02,8.04%,DIV YIELD.(%)
4025,PIF02,10.00,FACE VALUE (Rs)
4026,PVR,"6,572.61",MARKET CAP (Rs Cr)
4027,PVR,54.13,P/E
4028,PVR,229.87,BOOK VALUE (Rs)
4029,PVR,20.00%,DIV (%)
4030,PVR,1,Market Lot
4031,PVR,35.36,INDUSTRY P/E
4032,PVR,25.98,EPS (TTM)
4033,PVR,25.03,P/C
4034,PVR,6.12,PRICE/BOOK
4035,PVR,0.14%,DIV YIELD.(%)
4036,PVR,10.00,FACE VALUE (Rs)
4037,RK01,"5,250.31",MARKET CAP (Rs Cr)
4038,RK01,42.53,P/E
4039,RK01,86.52,BOOK VALUE (Rs)
4040,RK01,40.00%,DIV (%)
4041,RK01,1,Market Lot
4042,RK01,69.28,INDUSTRY P/E
4043,RK01,9.26,EPS (TTM)
4044,RK01,31.94,P/C
4045,RK01,4.55,PRICE/BOOK
4046,RK01,0.20%,DIV YIELD.(%)
4047,RK01,2.00,FACE VALUE (Rs)
4048,RC12,"7,194.43",MARKET CAP (Rs Cr)
4049,RC12,232.50,P/E
4050,RC12,27.43,BOOK VALUE (Rs)
4051,RC12,50.00%,DIV (%)
4052,RC12,1,Market Lot
4053,RC12,36.29,INDUSTRY P/E
4054,RC12,0.92,EPS (TTM)
4055,RC12,227.55,P/C
4056,RC12,7.80,PRICE/BOOK
4057,RC12,0.47%,DIV YIELD.(%)
4058,RC12,2.00,FACE VALUE (Rs)
4059,RE07,"17,752.51",MARKET CAP (Rs Cr)
4060,RE07,40.24,P/E
4061,RE07,141.66,BOOK VALUE (Rs)
4062,RE07,110.00%,DIV (%)
4063,RE07,1,Market Lot
4064,RE07,24.92,INDUSTRY P/E
4065,RE07,14.94,EPS (TTM)
4066,RE07,40.11,P/C
4067,RE07,4.24,PRICE/BOOK
4068,RE07,0.18%,DIV YIELD.(%)
